City: lahore,Temp: 46.1°C,Condition: Smoky haze,Time: 07:58 PM
City: lahore,Temp: 46.1°C,Condition: Smoky haze,Time: 07:58 PM
City: lahore,Temp: 46.1°C,Condition: Smoky haze,Time: 07:58 PM
City: lahore,Temp: 32.8°C,Condition: Overcast,Time: 11:00 PM
City: murree,Temp: 26.3°C,Condition: Smoky haze,Time: 11:01 PM
City: kashmir,Temp: 35.6°C,Condition: Clear,Time: 09:31 PM
City: lahore,Temp: 32.8°C,Condition: Overcast,Time: 11:00 PM
